lr,step,total_step,train_loss,valid_loss,date_time
0.001,4000,30000,5.143081585727632,5.169603521078825,01/09/2023-18:07:39
0.001,8000,30000,4.056302461281419,4.9314466693997385,01/09/2023-18:27:25
0.001,4000,30000,42.64198863506317,32.439783129692074,01/09/2023-19:47:41
0.001,8000,30000,31.49187892007828,32.16070684432984,01/09/2023-20:08:51
0.0003333333333333333,12000,30000,24.194441292762757,13.7464324760437,01/09/2023-20:29:51
0.0003333333333333333,16000,30000,12.362401106357574,13.719921584129333,01/09/2023-20:50:44
0.0001111111111111111,20000,30000,9.175191223859787,7.681816602945328,01/09/2023-21:11:24
0.0001111111111111111,24000,30000,6.003644026279449,7.701623649001122,01/09/2023-21:31:54
3.703703703703703e-05,28000,30000,5.447695121586323,5.705461000800133,01/09/2023-21:52:25
3.703703703703703e-05,30000,30000,3.870865900397301,5.715749406516552,01/09/2023-22:03:00
